city,state,total_purchases,total_revenue,avg_check
Washington,TX,6,1744.0,290.6666666666666667
Aliquippa,KS,12,3486.0,290.5000000000000000
Hidden Hills,MB,8,2324.0,290.5000000000000000
DeKalb,NS,10,2904.0,290.4000000000000000
Dover,QC,21,6096.0,290.2857142857142857
Pomona,NE,12,3483.0,290.2500000000000000
Texas City,BC,15,4353.0,290.2000000000000000
Brea,CO,8,2320.0,290.0000000000000000
Danbury,OK,18,5220.0,290.0000000000000000
Sister Bay,NU,19,5508.0,289.8947368421052632
Gloucester,DC,12,3478.0,289.8333333333333333
Brookings,AK,19,5505.0,289.7368421052631579
Muncie,AK,6,1738.0,289.6666666666666667
Abilene,ON,8,2317.0,289.6250000000000000
Elizabeth City,PE,9,2606.0,289.5555555555555556
Victoria,CA,8,2315.0,289.3750000000000000
Belleville,OH,12,3472.0,289.3333333333333333
Nashville,NL,6,1736.0,289.3333333333333333
Racine,MB,24,6943.0,289.2916666666666667
Mason City,IN,10,2892.0,289.2000000000000000
Greensboro,NU,8,2313.0,289.1250000000000000
Lodi,OK,12,3469.0,289.0833333333333333
Oak Ridge,WV,22,6358.0,289.0000000000000000
Hartford,PA,7,2022.0,288.8571428571428571
Lawndale,LA,6,1733.0,288.8333333333333333
Fairfield,NE,6,1733.0,288.8333333333333333
Ogdensburg,MN,8,2310.0,288.7500000000000000
Catskill,CA,11,3176.0,288.7272727272727273
Greenville,BC,7,2021.0,288.7142857142857143
Astoria,AL,6,1732.0,288.6666666666666667
Plymouth,KS,12,3464.0,288.6666666666666667
Natchitoches,AB,6,1731.0,288.5000000000000000
Springfield,FL,8,2307.0,288.3750000000000000
Plainfield,BC,9,2595.0,288.3333333333333333
Cody,PE,10,2883.0,288.3000000000000000
Bowling Green,HI,11,3171.0,288.2727272727272727
West Covina,YT,18,5187.0,288.1666666666666667
Morgan City,CA,7,2017.0,288.1428571428571429
Mason City,PE,15,4320.0,288.0000000000000000
Boulder City,QC,7,2016.0,288.0000000000000000
Wisconsin Dells,BC,11,3168.0,288.0000000000000000
Lawrence,NL,28,8059.0,287.8214285714285714
Artesia,FL,11,3166.0,287.8181818181818182
Nacogdoches,NS,32,9210.0,287.8125000000000000
Santa Fe Springs,BC,10,2878.0,287.8000000000000000
West Hollywood,GA,8,2302.0,287.7500000000000000
Valdosta,PE,13,3740.0,287.6923076923076923
Brigham City,CT,8,2301.0,287.6250000000000000
Memphis,OK,16,4601.0,287.5625000000000000
Haverhill,NJ,12,3450.0,287.5000000000000000
Redlands,AB,9,2586.0,287.3333333333333333
Waltham,PA,6,1724.0,287.3333333333333333
Bell Gardens,NU,11,3159.0,287.1818181818181818
Vergennes,TX,11,3159.0,287.1818181818181818
New Madrid,NM,6,1723.0,287.1666666666666667
Warren,FL,7,2010.0,287.1428571428571429
Plattsburgh,ON,7,2009.0,287.0000000000000000
Lander,PE,8,2296.0,287.0000000000000000
Hartford,NL,12,3444.0,287.0000000000000000
Murrieta,QC,6,1722.0,287.0000000000000000
Yakima,SK,22,6313.0,286.9545454545454545
Arcadia,KY,9,2582.0,286.8888888888888889
Rock Springs,AK,12,3441.0,286.7500000000000000
Naperville,AK,6,1720.0,286.6666666666666667
Westminster,NB,7,2006.0,286.5714285714285714
Billings,NB,9,2578.0,286.4444444444444444
Boston,WV,9,2578.0,286.4444444444444444
Norwalk,CO,8,2290.0,286.2500000000000000
Murfreesboro,SK,15,4291.0,286.0666666666666667
Beacon,NB,7,2001.0,285.8571428571428571
Corpus Christi,MN,8,2286.0,285.7500000000000000
Philadelphia,WV,19,5429.0,285.7368421052631579
Joliet,WA,6,1714.0,285.6666666666666667
Downey,AB,9,2571.0,285.6666666666666667
Hollywood,MT,20,5713.0,285.6500000000000000
Paducah,NY,8,2285.0,285.6250000000000000
Lansing,SK,8,2285.0,285.6250000000000000
Gardner,QC,9,2570.0,285.5555555555555556
Everett,MS,8,2284.0,285.5000000000000000
LaGrange,PE,7,1998.0,285.4285714285714286
Bremerton,OK,7,1997.0,285.2857142857142857
Cairo,SK,18,5135.0,285.2777777777777778
Martinsburg,MB,11,3138.0,285.2727272727272727
Thibodaux,NY,6,1710.0,285.0000000000000000
Cody,NH,8,2279.0,284.8750000000000000
Burlingame,AL,8,2279.0,284.8750000000000000
Little Rock,YT,7,1994.0,284.8571428571428571
Kankakee,NS,6,1709.0,284.8333333333333333
Moore,NV,7,1993.0,284.7142857142857143
Pulaski,NC,9,2561.0,284.5555555555555556
Yuma,ON,6,1707.0,284.5000000000000000
Durango,QC,6,1707.0,284.5000000000000000
Saipan,YT,11,3129.0,284.4545454545454545
Calabasas,NM,16,4548.0,284.2500000000000000
Port St. Lucie,AK,8,2274.0,284.2500000000000000
Latrobe,NS,11,3126.0,284.1818181818181818
Grand Forks,TN,11,3126.0,284.1818181818181818
Birmingham,MB,17,4831.0,284.1764705882352941
Lynn,MN,7,1989.0,284.1428571428571429
Wheeling,CT,12,3409.0,284.0833333333333333
Blacksburg,HI,6,1704.0,284.0000000000000000
Homer,AL,7,1988.0,284.0000000000000000
St. George,MA,7,1988.0,284.0000000000000000
Sunbury,MI,7,1988.0,284.0000000000000000
Natchez,DE,11,3123.0,283.9090909090909091
Phoenix,ON,7,1987.0,283.8571428571428571
Fullerton,WV,8,2269.0,283.6250000000000000
Powell,ID,15,4254.0,283.6000000000000000
Manhattan,BC,9,2552.0,283.5555555555555556
Cicero,NJ,6,1701.0,283.5000000000000000
Sunnyvale,OH,12,3400.0,283.3333333333333333
Nampa,NL,11,3114.0,283.0909090909090909
Geneva,QC,7,1981.0,283.0000000000000000
Williamsport,AK,7,1981.0,283.0000000000000000
Cleveland,RI,13,3678.0,282.9230769230769231
El Monte,NY,6,1697.0,282.8333333333333333
Powell,NS,27,7633.0,282.7037037037037037
Woburn,YT,12,3391.0,282.5833333333333333
Gatlinburg,AZ,7,1978.0,282.5714285714285714
Idaho Falls,AK,7,1977.0,282.4285714285714286
Lancaster,NU,8,2259.0,282.3750000000000000
Albuquerque,NL,6,1694.0,282.3333333333333333
Rosemead,MS,8,2258.0,282.2500000000000000
Dubuque,NV,8,2256.0,282.0000000000000000
Moorhead,NL,14,3948.0,282.0000000000000000
Anaheim,PE,10,2819.0,281.9000000000000000
Fallon,QC,9,2537.0,281.8888888888888889
Glen Cove,OH,12,3382.0,281.8333333333333333
Sierra Vista,TX,8,2254.0,281.7500000000000000
La Habra,WA,8,2253.0,281.6250000000000000
Port Jervis,DC,7,1971.0,281.5714285714285714
Las Cruces,TX,11,3097.0,281.5454545454545455
Peekskill,ON,15,4223.0,281.5333333333333333
Menomonee Falls,NU,7,1970.0,281.4285714285714286
Santa Clarita,SK,23,6465.0,281.0869565217391304
Meridian,SC,14,3935.0,281.0714285714285714
Williamsburg,ON,7,1967.0,281.0000000000000000
Sherrill,LA,8,2248.0,281.0000000000000000
Altoona,HI,17,4777.0,281.0000000000000000
Chesapeake,NU,8,2248.0,281.0000000000000000
Joliet,PE,12,3372.0,281.0000000000000000
Woodruff,VA,11,3091.0,281.0000000000000000
Chicago Heights,HI,12,3371.0,280.9166666666666667
Plantation,MN,7,1966.0,280.8571428571428571
Gardena,VT,7,1966.0,280.8571428571428571
San Diego,SK,6,1685.0,280.8333333333333333
Durango,PA,15,4212.0,280.8000000000000000
Falls Church,KY,7,1965.0,280.7142857142857143
Oswego,NU,11,3087.0,280.6363636363636364
Valparaiso,NT,10,2805.0,280.5000000000000000
Asbury Park,NL,11,3085.0,280.4545454545454545
Methuen,YT,8,2243.0,280.3750000000000000
North Las Vegas,NL,9,2523.0,280.3333333333333333
Dothan,NU,16,4484.0,280.2500000000000000
Darlington,TX,10,2802.0,280.2000000000000000
Hazleton,AZ,7,1961.0,280.1428571428571429
Alamogordo,NH,11,3081.0,280.0909090909090909
Peekskill,NB,11,3080.0,280.0000000000000000
Normal,MT,10,2799.0,279.9000000000000000
Pomona,AB,14,3918.0,279.8571428571428571
Bremerton,NL,6,1679.0,279.8333333333333333
Aurora,QC,7,1958.0,279.7142857142857143
San Juan,NU,27,7550.0,279.6296296296296296
Culver City,KS,8,2236.0,279.5000000000000000
Los Angeles,QC,6,1677.0,279.5000000000000000
Hot Springs,MI,10,2795.0,279.5000000000000000
Oshkosh,NB,8,2236.0,279.5000000000000000
Somerville,NY,8,2234.0,279.2500000000000000
Belleville,TX,7,1954.0,279.1428571428571429
Cudahy,NL,8,2233.0,279.1250000000000000
San Marino,ON,9,2512.0,279.1111111111111111
Lowell,NY,11,3070.0,279.0909090909090909
Attleboro,NB,20,5581.0,279.0500000000000000
Flint,NT,11,3069.0,279.0000000000000000
Kona,MO,6,1673.0,278.8333333333333333
Basin,NY,11,3066.0,278.7272727272727273
Waltham,WV,6,1672.0,278.6666666666666667
Rye,PE,8,2229.0,278.6250000000000000
Walla Walla,LA,9,2506.0,278.4444444444444444
Gold Beach,HI,17,4732.0,278.3529411764705882
Muskogee,PE,20,5567.0,278.3500000000000000
Helena,MN,6,1670.0,278.3333333333333333
Holyoke,NJ,7,1948.0,278.2857142857142857
San Marino,AB,7,1948.0,278.2857142857142857
Logan,KS,8,2226.0,278.2500000000000000
San Bernardino,AK,18,5008.0,278.2222222222222222
Kansas City,NY,12,3338.0,278.1666666666666667
Yakima,OK,22,6118.0,278.0909090909090909
Sturgis,NT,10,2780.0,278.0000000000000000
East Rutherford,CA,8,2224.0,278.0000000000000000
Lake Charles,NC,7,1946.0,278.0000000000000000
Saipan,MD,20,5555.0,277.7500000000000000
Long Beach,DC,7,1944.0,277.7142857142857143
Seward,NU,17,4721.0,277.7058823529411765
Melrose,AZ,9,2499.0,277.6666666666666667
Duquesne,OH,8,2221.0,277.6250000000000000
Aberdeen,NE,8,2220.0,277.5000000000000000
Nashville,OK,6,1665.0,277.5000000000000000
Sun Valley,GA,8,2220.0,277.5000000000000000
Johnson City,NU,8,2220.0,277.5000000000000000
New Albany,AL,7,1941.0,277.2857142857142857
Minnetonka,ON,8,2218.0,277.2500000000000000
Winston-Salem,QC,10,2772.0,277.2000000000000000
Merizo,PE,21,5821.0,277.1904761904761905
Kalamazoo,QC,7,1940.0,277.1428571428571429
Sutter Creek,ON,8,2216.0,277.0000000000000000
Cedar Rapids,MT,15,4154.0,276.9333333333333333
Canton,MT,10,2769.0,276.9000000000000000
Stevens Point,AK,8,2215.0,276.8750000000000000
Aspen,ND,7,1938.0,276.8571428571428571
Whittier,GA,7,1938.0,276.8571428571428571
Birmingham,SD,14,3876.0,276.8571428571428571
Newport,NT,13,3599.0,276.8461538461538462
Villa Park,MA,6,1661.0,276.8333333333333333
Azusa,GA,15,4152.0,276.8000000000000000
Pascagoula,VT,9,2491.0,276.7777777777777778
Long Beach,LA,8,2214.0,276.7500000000000000
Hollister,ON,15,4149.0,276.6000000000000000
Topeka,QC,10,2766.0,276.6000000000000000
Vergennes,NL,11,3042.0,276.5454545454545455
Schenectady,WA,6,1659.0,276.5000000000000000
Thiensville,NV,6,1658.0,276.3333333333333333
Gallup,QC,8,2210.0,276.2500000000000000
San Clemente,DE,8,2210.0,276.2500000000000000
Malibu,SK,7,1933.0,276.1428571428571429
Indio,NS,9,2485.0,276.1111111111111111
Thousand Oaks,NU,9,2485.0,276.1111111111111111
Springfield,UT,10,2761.0,276.1000000000000000
Alamogordo,GA,12,3313.0,276.0833333333333333
Olean,SK,8,2208.0,276.0000000000000000
Sitka,CT,6,1656.0,276.0000000000000000
Tonawanda,MO,13,3586.0,275.8461538461538462
Port Jervis,IA,6,1654.0,275.6666666666666667
Pullman,YT,6,1653.0,275.5000000000000000
Mequon,SK,9,2479.0,275.4444444444444444
Hattiesburg,IL,7,1928.0,275.4285714285714286
Riverside,KY,7,1928.0,275.4285714285714286
Rhinelander,NS,15,4131.0,275.4000000000000000
Nacogdoches,AB,17,4681.0,275.3529411764705882
Plattsburgh,QC,23,6329.0,275.1739130434782609
Newport,MI,6,1651.0,275.1666666666666667
Wheaton,NL,7,1926.0,275.1428571428571429
Tallahassee,SK,13,3575.0,275.0000000000000000
Vail,QC,11,3025.0,275.0000000000000000
Temple City,HI,10,2749.0,274.9000000000000000
Mayagez,DC,16,4395.0,274.6875000000000000
New Bedford,NS,6,1648.0,274.6666666666666667
Gilette,MS,8,2197.0,274.6250000000000000
Lawrence,NE,6,1647.0,274.5000000000000000
Kettering,NB,8,2196.0,274.5000000000000000
Clemson,UT,8,2195.0,274.3750000000000000
Rancho Santa Margarita,WI,11,3018.0,274.3636363636363636
Phenix City,NT,8,2194.0,274.2500000000000000
Cape Girardeau,ND,6,1645.0,274.1666666666666667
Carson City,NS,9,2467.0,274.1111111111111111
Laredo,IA,13,3562.0,274.0000000000000000
Elko,YT,10,2740.0,274.0000000000000000
Taunton,AK,6,1643.0,273.8333333333333333
Lynn,DE,6,1643.0,273.8333333333333333
Bradbury,BC,8,2190.0,273.7500000000000000
Lynn,WI,16,4379.0,273.6875000000000000
Tyler,NL,15,4105.0,273.6666666666666667
Fountain Valley,UT,6,1642.0,273.6666666666666667
West Hollywood,AL,6,1641.0,273.5000000000000000
Christiansted,NB,6,1641.0,273.5000000000000000
LaGrange,BC,8,2188.0,273.5000000000000000
Carson City,PE,14,3827.0,273.3571428571428571
Sioux Falls,ID,9,2460.0,273.3333333333333333
Kennesaw,SK,16,4373.0,273.3125000000000000
Signal Hill,OH,7,1913.0,273.2857142857142857
Hornell,WY,7,1913.0,273.2857142857142857
Wisconsin Dells,NL,7,1911.0,273.0000000000000000
Manhattan Beach,MN,8,2183.0,272.8750000000000000
Guayama,MB,7,1910.0,272.8571428571428571
Winston-Salem,AZ,7,1910.0,272.8571428571428571
Macon,NL,9,2455.0,272.7777777777777778
Morgantown,IL,16,4364.0,272.7500000000000000
Warren,KY,6,1636.0,272.6666666666666667
Grand Rapids,MS,9,2454.0,272.6666666666666667
Sierra Madre,OK,8,2180.0,272.5000000000000000
Bridgeport,NH,9,2451.0,272.3333333333333333
Kalispell,SK,7,1906.0,272.2857142857142857
Hollister,PE,8,2178.0,272.2500000000000000
Diamond Bar,NE,13,3539.0,272.2307692307692308
Cairo,DE,7,1905.0,272.1428571428571429
East Lansing,QC,8,2177.0,272.1250000000000000
Monterey Park,MI,17,4625.0,272.0588235294117647
Jeannette,NL,26,7073.0,272.0384615384615385
Gallup,YT,14,3808.0,272.0000000000000000
Staunton,VT,6,1632.0,272.0000000000000000
Lincoln,GA,6,1632.0,272.0000000000000000
La Habra,WV,12,3263.0,271.9166666666666667
Highland Park,GA,7,1903.0,271.8571428571428571
Gaithersburg,SC,7,1903.0,271.8571428571428571
Albuquerque,MS,7,1903.0,271.8571428571428571
Hudson,NJ,7,1903.0,271.8571428571428571
Utica,NT,7,1903.0,271.8571428571428571
Baldwin Park,IN,7,1903.0,271.8571428571428571
East Lansing,NT,12,3262.0,271.8333333333333333
Valencia,NB,10,2718.0,271.8000000000000000
Fresno,MB,8,2172.0,271.5000000000000000
Olympia,PA,6,1629.0,271.5000000000000000
Port Washington,NJ,12,3255.0,271.2500000000000000
Wynne,NB,10,2712.0,271.2000000000000000
Monterey,KS,7,1898.0,271.1428571428571429
Wausau,TN,14,3796.0,271.1428571428571429
Broken Arrow,ON,9,2440.0,271.1111111111111111
Blythe,AK,14,3795.0,271.0714285714285714
Easton,YT,14,3795.0,271.0714285714285714
Garland,AB,15,4066.0,271.0666666666666667
Pueblo,WY,8,2168.0,271.0000000000000000
Alamogordo,MI,8,2168.0,271.0000000000000000
Pembroke Pines,NU,7,1897.0,271.0000000000000000
Nashville,KS,8,2167.0,270.8750000000000000
Valencia,QC,7,1896.0,270.8571428571428571
Hanahan,YT,10,2708.0,270.8000000000000000
San Jose,DE,6,1624.0,270.6666666666666667
Waltham,QC,6,1624.0,270.6666666666666667
Lebanon,CT,18,4871.0,270.6111111111111111
Mechanicville,LA,7,1894.0,270.5714285714285714
Minot,MB,6,1623.0,270.5000000000000000
Grass Valley,FL,6,1623.0,270.5000000000000000
Elsmere,AK,6,1623.0,270.5000000000000000
Camden,MB,7,1893.0,270.4285714285714286
San Rafael,NU,7,1893.0,270.4285714285714286
Watertown,PA,6,1622.0,270.3333333333333333
Berlin,NS,14,3784.0,270.2857142857142857
Pascagoula,KY,8,2162.0,270.2500000000000000
Logan,ON,11,2972.0,270.1818181818181818
Greensburg,WY,13,3511.0,270.0769230769230769
Newton,MT,6,1620.0,270.0000000000000000
La Puente,NV,7,1888.0,269.7142857142857143
Iowa City,BC,10,2694.0,269.4000000000000000
Newton,NB,15,4041.0,269.4000000000000000
Muskegon,PE,16,4310.0,269.3750000000000000
Cincinnati,SK,6,1616.0,269.3333333333333333
Radford,LA,10,2693.0,269.3000000000000000
North Las Vegas,QC,7,1885.0,269.2857142857142857
Villa Park,ME,8,2154.0,269.2500000000000000
Fort Smith,NS,10,2691.0,269.1000000000000000
Valdez,MA,11,2960.0,269.0909090909090909
Lahaina,SK,8,2152.0,269.0000000000000000
Chicopee,SK,11,2958.0,268.9090909090909091
Pascagoula,ID,7,1882.0,268.8571428571428571
Hackensack,TN,6,1612.0,268.6666666666666667
Plymouth,NC,17,4566.0,268.5882352941176471
Montpelier,MB,8,2148.0,268.5000000000000000
Berkeley,CT,10,2684.0,268.4000000000000000
La Jolla,UT,9,2415.0,268.3333333333333333
Weymouth,SK,6,1610.0,268.3333333333333333
Gu nica,DC,11,2951.0,268.2727272727272727
Delta Junction,YT,12,3219.0,268.2500000000000000
Hamilton,WV,8,2146.0,268.2500000000000000
Longview,MB,9,2414.0,268.2222222222222222
Chico,MS,6,1609.0,268.1666666666666667
Valdez,MI,6,1609.0,268.1666666666666667
Kalamazoo,PE,6,1608.0,268.0000000000000000
Azusa,NL,10,2678.0,267.8000000000000000
Holyoke,NU,11,2945.0,267.7272727272727273
Charleston,NS,9,2409.0,267.6666666666666667
Oak Ridge,OR,12,3211.0,267.5833333333333333
San Jose,SK,8,2140.0,267.5000000000000000
Joplin,PE,6,1605.0,267.5000000000000000
East Rutherford,AZ,13,3477.0,267.4615384615384615
Cape Girardeau,SK,11,2942.0,267.4545454545454545
Frisco,KY,14,3744.0,267.4285714285714286
Sharon,ID,10,2672.0,267.2000000000000000
Inglewood,ON,10,2672.0,267.2000000000000000
Elko,MT,8,2137.0,267.1250000000000000
Milford,NY,16,4269.0,266.8125000000000000
Hattiesburg,QC,6,1600.0,266.6666666666666667
Klamath Falls,NU,14,3733.0,266.6428571428571429
Lynchburg,BC,15,3999.0,266.6000000000000000
South Portland,NT,17,4530.0,266.4705882352941176
Monroe,CT,9,2397.0,266.3333333333333333
Ansonia,NU,10,2663.0,266.3000000000000000
Homer,PE,13,3461.0,266.2307692307692308
Edina,VT,13,3460.0,266.1538461538461538
West Lafayette,NB,13,3458.0,266.0000000000000000
Clemson,NH,6,1596.0,266.0000000000000000
Benton Harbor,WI,13,3458.0,266.0000000000000000
Moore,AB,6,1596.0,266.0000000000000000
Pierre,LA,17,4522.0,266.0000000000000000
Detroit,SD,12,3191.0,265.9166666666666667
Concord,DC,9,2393.0,265.8888888888888889
Chico,MB,9,2392.0,265.7777777777777778
Ogden,NT,14,3720.0,265.7142857142857143
Oil City,YT,7,1860.0,265.7142857142857143
Miami Beach,MI,8,2125.0,265.6250000000000000
Bridgeport,FL,16,4249.0,265.5625000000000000
Pocatello,VT,9,2389.0,265.4444444444444444
Scarborough,PE,16,4247.0,265.4375000000000000
Fort Dodge,NC,7,1858.0,265.4285714285714286
Gloucester,NL,7,1857.0,265.2857142857142857
Nanticoke,NT,6,1590.0,265.0000000000000000
Phenix City,CA,20,5298.0,264.9000000000000000
Rawlins,MT,12,3177.0,264.7500000000000000
Abilene,NL,7,1853.0,264.7142857142857143
Wahoo,MT,6,1588.0,264.6666666666666667
Monterey Park,MO,6,1588.0,264.6666666666666667
Oxnard,NM,15,3970.0,264.6666666666666667
Vallejo,NJ,6,1586.0,264.3333333333333333
Toledo,NS,7,1850.0,264.2857142857142857
Lewiston,PE,16,4226.0,264.1250000000000000
Idaho Falls,DC,9,2377.0,264.1111111111111111
Kansas City,MT,9,2376.0,264.0000000000000000
Jeannette,PA,6,1584.0,264.0000000000000000
Decatur,KY,11,2903.0,263.9090909090909091
Saint Louis,WA,10,2639.0,263.9000000000000000
Lockport,QC,7,1847.0,263.8571428571428571
Nichols Hills,CT,7,1847.0,263.8571428571428571
Shawnee,NL,12,3165.0,263.7500000000000000
Chino,MI,8,2109.0,263.6250000000000000
Glendora,NU,8,2109.0,263.6250000000000000
Santa Clara,NL,14,3690.0,263.5714285714285714
Middlebury,NE,6,1581.0,263.5000000000000000
Monongahela,MI,7,1844.0,263.4285714285714286
Austin,DE,6,1580.0,263.3333333333333333
Naperville,GA,19,5003.0,263.3157894736842105
Grafton,FL,10,2632.0,263.2000000000000000
Idaho Springs,ON,7,1842.0,263.1428571428571429
Corinth,AB,9,2367.0,263.0000000000000000
Greenfield,BC,9,2366.0,262.8888888888888889
West Palm Beach,NC,14,3679.0,262.7857142857142857
Rawlins,NT,8,2102.0,262.7500000000000000
Bay City,PA,7,1839.0,262.7142857142857143
Merizo,IN,13,3415.0,262.6923076923076923
Woburn,PE,6,1576.0,262.6666666666666667
Pittsfield,YT,11,2889.0,262.6363636363636364
Chula Vista,NB,6,1575.0,262.5000000000000000
Shamokin,SK,6,1575.0,262.5000000000000000
Fort Smith,ON,8,2100.0,262.5000000000000000
Alamogordo,QC,6,1575.0,262.5000000000000000
Reading,PE,8,2099.0,262.3750000000000000
Eugene,VT,11,2886.0,262.3636363636363636
Torrington,MN,17,4460.0,262.3529411764705882
Fort Lauderdale,NL,7,1836.0,262.2857142857142857
Merizo,OH,16,4195.0,262.1875000000000000
Twin Falls,UT,8,2097.0,262.1250000000000000
Uniontown,NS,8,2097.0,262.1250000000000000
Aliquippa,MD,6,1572.0,262.0000000000000000
Hackensack,NL,6,1572.0,262.0000000000000000
Downey,ON,7,1833.0,261.8571428571428571
Monrovia,NT,12,3140.0,261.6666666666666667
Ketchikan,UT,8,2093.0,261.6250000000000000
West Hartford,IL,8,2093.0,261.6250000000000000
Poughkeepsie,BC,11,2877.0,261.5454545454545455
Rancho Santa Margarita,OK,13,3400.0,261.5384615384615385
San Francisco,NH,6,1569.0,261.5000000000000000
Grass Valley,MB,6,1569.0,261.5000000000000000
Hawthorne,YT,10,2614.0,261.4000000000000000
Palmdale,OK,11,2874.0,261.2727272727272727
Kansas City,LA,11,2874.0,261.2727272727272727
Rutland,SK,8,2090.0,261.2500000000000000
Plano,AK,9,2351.0,261.2222222222222222
Niagara Falls,NY,15,3918.0,261.2000000000000000
Fairfield,FL,6,1565.0,260.8333333333333333
